id,image_url
214758247,https://inaturalist-open-data.s3.amazonaws.com/photos/379631549/medium.jpeg
214758460,https://inaturalist-open-data.s3.amazonaws.com/photos/379632811/medium.jpeg
214763369,https://static.inaturalist.org/photos/379641407/medium.jpeg
214767447,https://inaturalist-open-data.s3.amazonaws.com/photos/379648136/medium.jpeg
214770272,https://inaturalist-open-data.s3.amazonaws.com/photos/379652948/medium.jpg
214772583,https://inaturalist-open-data.s3.amazonaws.com/photos/379657058/medium.jpeg
214776795,https://inaturalist-open-data.s3.amazonaws.com/photos/379664409/medium.jpeg
214780372,https://inaturalist-open-data.s3.amazonaws.com/photos/379670706/medium.jpg
214780989,https://inaturalist-open-data.s3.amazonaws.com/photos/379671696/medium.jpeg
214784097,https://inaturalist-open-data.s3.amazonaws.com/photos/379679464/medium.jpeg
214792083,https://inaturalist-open-data.s3.amazonaws.com/photos/379692152/medium.jpg
214808075,https://inaturalist-open-data.s3.amazonaws.com/photos/379719041/medium.jpeg
214809231,https://static.inaturalist.org/photos/379720439/medium.jpg
214812330,https://inaturalist-open-data.s3.amazonaws.com/photos/379713872/medium.jpeg
214817526,https://inaturalist-open-data.s3.amazonaws.com/photos/379736097/medium.jpeg
214826665,https://inaturalist-open-data.s3.amazonaws.com/photos/379752621/medium.jpeg
214832199,https://inaturalist-open-data.s3.amazonaws.com/photos/379763856/medium.jpeg
214832487,https://inaturalist-open-data.s3.amazonaws.com/photos/379760690/medium.jpeg
214832490,https://inaturalist-open-data.s3.amazonaws.com/photos/379760725/medium.jpeg
214832491,https://inaturalist-open-data.s3.amazonaws.com/photos/379760756/medium.jpeg
214836463,https://inaturalist-open-data.s3.amazonaws.com/photos/379771431/medium.jpg
214837942,https://inaturalist-open-data.s3.amazonaws.com/photos/379774308/medium.jpeg
214838195,https://inaturalist-open-data.s3.amazonaws.com/photos/379774698/medium.jpg
214841719,https://inaturalist-open-data.s3.amazonaws.com/photos/379763936/medium.jpeg
214852779,https://inaturalist-open-data.s3.amazonaws.com/photos/379802497/medium.jpeg
214855613,https://inaturalist-open-data.s3.amazonaws.com/photos/379807862/medium.jpg
214856266,https://inaturalist-open-data.s3.amazonaws.com/photos/379809227/medium.jpeg
214859120,https://inaturalist-open-data.s3.amazonaws.com/photos/379787021/medium.jpeg
214859666,https://inaturalist-open-data.s3.amazonaws.com/photos/379815174/medium.jpeg
214860129,https://static.inaturalist.org/photos/379816016/medium.jpeg
214861383,https://inaturalist-open-data.s3.amazonaws.com/photos/379816409/medium.jpeg
214861412,https://inaturalist-open-data.s3.amazonaws.com/photos/379816817/medium.jpeg
214867455,https://static.inaturalist.org/photos/379828086/medium.jpg
214874989,https://inaturalist-open-data.s3.amazonaws.com/photos/379845171/medium.jpeg
214945202,https://inaturalist-open-data.s3.amazonaws.com/photos/379979736/medium.jpeg
214951491,https://static.inaturalist.org/photos/379992500/medium.jpeg
214960286,https://inaturalist-open-data.s3.amazonaws.com/photos/380007101/medium.jpeg
214960290,https://inaturalist-open-data.s3.amazonaws.com/photos/380007138/medium.jpeg
214966795,https://inaturalist-open-data.s3.amazonaws.com/photos/380020124/medium.jpeg
214966898,https://static.inaturalist.org/photos/380065462/medium.jpg
214968081,https://inaturalist-open-data.s3.amazonaws.com/photos/380111988/medium.jpg
